Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0120032,regulation of plasma membrane bounded cell projection assembly,,-2.6,2.8,3.6,20638,196,420,11,2.6,0.78,12345|19353|19354|23999|56212|57784|64009|76709|242687|260409|271457,Capzb|Rac1|Rac2|Twf2|Rhog|Bin3|Syne1|Arpc2|Wasf2|Cdc42ep3|Rab5a,-0.75,MyList
KEGG Pathway,24,ko01040,Biosynthesis of unsaturated fatty acids,,-2.6,7,4.6,20638,28,420,4,0.95,0.47,26897|106529|113868|171210,Acot1|Tecr|Acaa1a|Acot2,-0.75,MyList
GO Biological Processes,19,GO:0009262,deoxyribonucleotide metabolic process,,-2.6,5.3,4.2,20638,46,420,5,1.2,0.53,27369|56248|66588|76952|213484,Dguok|Ak3|Cmpk1|Nt5c2|Nudt18,-0.75,MyList
GO Biological Processes,19,GO:0014910,regulation of smooth muscle cell migration,,-2.6,3.8,3.9,20638,90,420,7,1.7,0.62,11848|16202|23789|76709|108058|233571|271457,Rhoa|Ilk|Coro1b|Arpc2|Camk2d|P2ry6|Rab5a,-0.74,MyList
Reactome Gene Sets,6,R-MMU-9711123,Cellular response to chemical stress,,-2.6,3.1,3.7,20638,141,420,9,2.1,0.71,11757|12359|14775|15369|19170|20463|20930|57296|109151,Prdx3|Cat|Gpx1|Hmox2|Psmb1|Cox7a2l|Surf1|Psmd8|Chd9,-0.74,MyList
GO Biological Processes,19,GO:0032535,regulation of cellular component size,,-2.6,2.1,3.3,20638,418,420,18,4.3,0.99,11816|11848|12345|16202|19353|22368|23789|23999|56443|66700|68585|72042|74192|76709|227753|242687|260409|271457,Apoe|Rhoa|Capzb|Ilk|Rac1|Trpv2|Coro1b|Twf2|Arpc1a|Chmp3|Rtn4|Cotl1|Arpc5l|Arpc2|Gsn|Wasf2|Cdc42ep3|Rab5a,-0.74,MyList
GO Biological Processes,19,GO:0009636,response to toxic substance,,-2.6,3.4,3.7,20638,115,420,8,1.9,0.67,11669|14187|14775|57320|68943|140742|269823|330260,Aldh2|Akr1b8|Gpx1|Park7|Pink1|Sesn1|Pon3|Pon2,-0.74,MyList
GO Biological Processes,19,GO:0060491,regulation of cell projection assembly,,-2.6,2.7,3.5,20638,198,420,11,2.6,0.78,12345|19353|19354|23999|56212|57784|64009|76709|242687|260409|271457,Capzb|Rac1|Rac2|Twf2|Rhog|Bin3|Syne1|Arpc2|Wasf2|Cdc42ep3|Rab5a,-0.73,MyList
GO Biological Processes,19,GO:1901136,carbohydrate derivative catabolic process,,-2.6,3.1,3.6,20638,142,420,9,2.1,0.71,13010|15212|17939|71665|76952|105446|108687|110006|213484,Cst3|Hexb|Naga|Fuca1|Nt5c2|Gmpr2|Edem2|Gusb|Nudt18,-0.73,MyList
Reactome Gene Sets,6,R-MMU-205043,NRIF signals cell death from the nucleus,,-2.6,11,5.1,20638,14,420,3,0.71,0.41,19165|66340|226548,Psen2|Psenen|Aph1a,-0.73,MyList
GO Biological Processes,19,GO:0006152,purine nucleoside catabolic process,,-2.6,11,5.1,20638,14,420,3,0.71,0.41,76952|105446|213484,Nt5c2|Gmpr2|Nudt18,-0.73,MyList
GO Biological Processes,19,GO:0046130,purine ribonucleoside catabolic process,,-2.6,11,5.1,20638,14,420,3,0.71,0.41,76952|105446|213484,Nt5c2|Gmpr2|Nudt18,-0.73,MyList
GO Biological Processes,19,GO:0097202,activation of cysteine-type endopeptidase activity,,-2.6,11,5.1,20638,14,420,3,0.71,0.41,14082|19141|192656,Fadd|Lgmn|Ripk2,-0.73,MyList
GO Biological Processes,19,GO:0000281,mitotic cytokinesis,,-2.6,4.3,4,20638,68,420,6,1.4,0.58,11848|11853|66700|68942|76959|234852,Rhoa|Rhoc|Chmp3|Chmp2b|Chmp5|Chmp1a,-0.73,MyList
GO Biological Processes,19,GO:0032507,maintenance of protein location in cell,,-2.6,4.3,4,20638,68,420,6,1.4,0.58,23999|57320|64009|68137|68943|227753,Twf2|Park7|Syne1|Kdelr1|Pink1|Gsn,-0.73,MyList
GO Biological Processes,19,GO:0034121,regulation of toll-like receptor signaling pathway,,-2.6,4.3,4,20638,68,420,6,1.4,0.58,68585|83490|100561|216869|217303|382551,Rtn4|Pik3ap1|Slc15a4|Arrb2|Cd300a|Cd300ld3,-0.73,MyList
GO Biological Processes,19,GO:0032635,interleukin-6 production,,-2.6,2.9,3.6,20638,170,420,10,2.4,0.74,16170|16423|16598|19165|21937|170744|192656|216869|217305|332579,Il16|Cd47|Klf2|Psen2|Tnfrsf1a|Tlr8|Ripk2|Arrb2|Cd300ld|Card9,-0.73,MyList
GO Biological Processes,19,GO:0002082,regulation of oxidative phosphorylation,,-2.6,6.8,4.5,20638,29,420,4,0.95,0.47,11848|20463|66114|68943,Rhoa|Cox7a2l|Dnajc30|Pink1,-0.72,MyList
GO Biological Processes,19,GO:1903649,regulation of cytoplasmic transport,,-2.6,6.8,4.5,20638,29,420,4,0.95,0.47,17698|26396|66700|226422,Msn|Map2k2|Chmp3|Rab29,-0.72,MyList
GO Biological Processes,19,GO:0051016,barbed-end actin filament capping,,-2.6,6.8,4.5,20638,29,420,4,0.95,0.47,12345|23999|76709|227753,Capzb|Twf2|Arpc2|Gsn,-0.72,MyList
GO Biological Processes,19,GO:0034123,positive regulation of toll-like receptor signaling pathway,,-2.6,6.8,4.5,20638,29,420,4,0.95,0.47,68585|83490|100561|382551,Rtn4|Pik3ap1|Slc15a4|Cd300ld3,-0.72,MyList
KEGG Pathway,24,mmu01040,Biosynthesis of unsaturated fatty acids,,-2.6,6.8,4.5,20638,29,420,4,0.95,0.47,26897|106529|113868|171210,Acot1|Tecr|Acaa1a|Acot2,-0.72,MyList
GO Biological Processes,19,GO:0050728,negative regulation of inflammatory response,,-2.6,3.1,3.6,20638,144,420,9,2.1,0.71,11433|11555|11816|12702|14775|21937|22695|65113|69769,Acp5|Adrb2|Apoe|Socs3|Gpx1|Tnfrsf1a|Zfp36|Ndfip1|Tnfaip8l2,-0.7,MyList
GO Biological Processes,19,GO:0002707,negative regulation of lymphocyte mediated immunity,,-2.5,5.1,4.1,20638,48,420,5,1.2,0.53,15216|16643|26904|65113|216869,Hfe|Klrd1|Sh2d1b1|Ndfip1|Arrb2,-0.7,MyList
Reactome Gene Sets,6,R-MMU-6811436,COPI-independent Golgi-to-ER retrograde traffic,,-2.5,5.1,4.1,20638,48,420,5,1.2,0.53,12345|22151|59288|69654|108148,Capzb|Tubb2a|Dctn5|Dctn2|Galnt2,-0.7,MyList
KEGG Pathway,24,ko04650,Natural killer cell mediated cytotoxicity,,-2.5,3.3,3.7,20638,118,420,8,1.9,0.67,12506|15976|15979|16643|19353|19354|26396|26904,Cd48|Ifnar2|Ifngr1|Klrd1|Rac1|Rac2|Map2k2|Sh2d1b1,-0.7,MyList
GO Biological Processes,19,GO:2001056,positive regulation of cysteine-type endopeptidase activity,,-2.5,3,3.6,20638,145,420,9,2.1,0.71,11848|14082|19141|64704|65106|192656|223453|227753|332579,Rhoa|Fadd|Lgmn|Htra2|Arl6ip5|Ripk2|Dap|Gsn|Card9,-0.69,MyList
Reactome Gene Sets,6,R-MMU-917729,Endosomal Sorting Complex Required For Transport (ESCRT),,-2.5,6.6,4.4,20638,30,420,4,0.95,0.47,66700|66914|68942|76959,Chmp3|Vps28|Chmp2b|Chmp5,-0.67,MyList
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,,-2.5,1.9,3.1,20638,602,420,23,5.5,1.1,11555|11848|12177|14082|15446|17000|19045|19165|20280|21766|21937|23992|27056|53415|56338|57320|64704|65106|67603|108058|192656|216869|227753,Adrb2|Rhoa|Bnip3l|Fadd|Hpgd|Ltbr|Ppp1ca|Psen2|Scp2|Tex261|Tnfrsf1a|Prkra|Irf5|Htatip2|Txnip|Park7|Htra2|Arl6ip5|Dusp6|Camk2d|Ripk2|Arrb2|Gsn,-0.67,MyList
KEGG Pathway,24,ko00520,Amino sugar and nucleotide sugar metabolism,,-2.5,5,4.1,20638,49,420,5,1.2,0.53,14635|14751|15212|72017|109754,Galk1|Gpi1|Hexb|Cyb5r1|Cyb5r3,-0.67,MyList
GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,,-2.5,2.2,3.3,20638,328,420,15,3.6,0.91,11848|11853|12345|15212|16202|17698|19353|19354|20692|23789|56212|67938|68585|76709|260409,Rhoa|Rhoc|Capzb|Hexb|Ilk|Msn|Rac1|Rac2|Sparc|Coro1b|Rhog|Myl12b|Rtn4|Arpc2|Cdc42ep3,-0.67,MyList
GO Biological Processes,19,GO:1904923,regulation of autophagy of mitochondrion in response to mitochondrial depolarization,,-2.5,9.8,4.9,20638,15,420,3,0.71,0.41,12539|64704|68943,Cdc37|Htra2|Pink1,-0.66,MyList
Reactome Gene Sets,6,R-MMU-2132295,MHC class II antigen presentation,,-2.5,3.3,3.6,20638,120,420,8,1.9,0.67,12345|19025|19141|22151|56464|59288|69654|108012,Capzb|Ctsa|Lgmn|Tubb2a|Ctsf|Dctn5|Dctn2|Ap1s2,-0.66,MyList
KEGG Pathway,24,ko00330,Arginine and proline metabolism,,-2.5,4.9,4,20638,50,420,5,1.2,0.53,11669|12709|20229|56752|69051,Aldh2|Ckb|Sat1|Aldh9a1|Pycr2,-0.64,MyList
GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,,-2.5,1.8,3.1,20638,717,420,26,6.2,1.2,11465|11848|11853|11857|12331|12345|12798|13008|16202|16423|18826|19201|19353|19354|23789|23999|56212|56443|67399|72042|74192|76709|109624|227753|242687|260409,Actg1|Rhoa|Rhoc|Arhgdib|Cap1|Capzb|Cnn2|Csrp2|Ilk|Cd47|Lcp1|Pstpip2|Rac1|Rac2|Coro1b|Twf2|Rhog|Arpc1a|Pdlim7|Cotl1|Arpc5l|Arpc2|Cald1|Gsn|Wasf2|Cdc42ep3,-0.64,MyList
GO Biological Processes,19,GO:0036293,response to decreased oxygen levels,,-2.5,2.5,3.3,20638,237,420,12,2.9,0.81,11555|12177|12359|15369|17846|22228|22278|52538|68585|68943|108058|171210,Adrb2|Bnip3l|Cat|Hmox2|Commd1|Ucp2|Usf1|Acaa2|Rtn4|Pink1|Camk2d|Acot2,-0.62,MyList
GO Biological Processes,19,GO:0120162,positive regulation of cold-induced thermogenesis,,-2.4,3.5,3.6,20638,97,420,7,1.7,0.62,11555|14705|15107|19079|22228|22368|72674,Adrb2|Bscl2|Hadh|Prkab1|Ucp2|Trpv2|Adipor1,-0.61,MyList
WikiPathways,27,WP157,Glycolysis and Gluconeogenesis,,-2.4,4.8,3.9,20638,51,420,5,1.2,0.53,13806|13808|14751|17449|433182,Eno1|Eno3|Gpi1|Mdh1|Eno1b,-0.6,MyList
GO Biological Processes,19,GO:0007033,vacuole organization,,-2.4,2.7,3.4,20638,179,420,10,2.4,0.74,13806|13808|15212|19063|67443|68943|76308|76524|76959|100226,Eno1|Eno3|Hexb|Ppt1|Map1lc3b|Pink1|Rab1b|Cln6|Chmp5|Stx12,-0.6,MyList
GO Biological Processes,19,GO:0002687,positive regulation of leukocyte migration,,-2.4,2.9,3.4,20638,151,420,9,2.1,0.71,11848|12273|14082|19141|19353|19354|27226|68585|106512,Rhoa|C5ar1|Fadd|Lgmn|Rac1|Rac2|Pla2g7|Rtn4|Gpsm3,-0.59,MyList
GO Biological Processes,19,GO:2001267,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,,-2.4,9.2,4.7,20638,16,420,3,0.71,0.41,57320|64704|227753,Park7|Htra2|Gsn,-0.59,MyList
WikiPathways,27,WP4348,Eicosanoid metabolism via Lipo Oxygenases (LOX),,-2.4,6.1,4.2,20638,32,420,4,0.95,0.47,15446|16993|113868|319446,Hpgd|Lta4h|Acaa1a|Dpep2,-0.59,MyList
GO Biological Processes,19,GO:0006954,inflammatory response,,-2.4,1.8,3,20638,726,420,26,6.2,1.2,11433|11555|11669|11816|12273|12702|14775|16170|16423|19165|21937|22695|27056|27226|57320|65113|68585|69769|76192|83490|104759|106512|170744|217303|231871|625249,Acp5|Adrb2|Aldh2|Apoe|C5ar1|Socs3|Gpx1|Il16|Cd47|Psen2|Tnfrsf1a|Zfp36|Irf5|Pla2g7|Park7|Ndfip1|Rtn4|Tnfaip8l2|Abhd12|Pik3ap1|Pld4|Gpsm3|Tlr8|Cd300a|Daglb|Gpx4,-0.58,MyList
KEGG Pathway,24,mmu00520,Amino sugar and nucleotide sugar metabolism,,-2.4,4.7,3.9,20638,52,420,5,1.2,0.53,14635|14751|15212|72017|109754,Galk1|Gpi1|Hexb|Cyb5r1|Cyb5r3,-0.58,MyList
Reactome Gene Sets,6,R-MMU-1280218,Adaptive Immune System,,-2.4,1.8,3,20638,653,420,24,5.7,1.1,12345|12702|14794|19025|19141|19170|19353|22151|23880|56464|57296|59008|59288|69654|80876|81018|83490|108012|108723|109905|192656|217303|319352|630146,Capzb|Socs3|Spsb2|Ctsa|Lgmn|Psmb1|Rac1|Tubb2a|Fyb|Ctsf|Psmd8|Anapc5|Dctn5|Dctn2|Ifitm2|Rnf114|Pik3ap1|Ap1s2|Card11|Rap1a|Ripk2|Cd300a|Pianp|Cd101,-0.58,MyList
Reactome Gene Sets,6,R-MMU-3858494,Beta-catenin independent WNT signaling,,-2.4,3.1,3.5,20638,125,420,8,1.9,0.67,11848|14693|14710|19170|19353|19354|57296|216869,Rhoa|Gnb2|Gngt2|Psmb1|Rac1|Rac2|Psmd8|Arrb2,-0.58,MyList
KEGG Pathway,24,ko04620,Toll-like receptor signaling pathway,,-2.4,3.5,3.6,20638,99,420,7,1.7,0.62,14082|14281|15976|19353|26396|27056|170744,Fadd|Fos|Ifnar2|Rac1|Map2k2|Irf5|Tlr8,-0.58,MyList
GO Biological Processes,19,GO:0014909,smooth muscle cell migration,,-2.4,3.5,3.6,20638,99,420,7,1.7,0.62,11848|16202|23789|76709|108058|233571|271457,Rhoa|Ilk|Coro1b|Arpc2|Camk2d|P2ry6|Rab5a,-0.58,MyList
WikiPathways,27,WP2432,Spinal Cord Injury,,-2.4,3.5,3.6,20638,99,420,7,1.7,0.62,11848|11853|14281|16423|22695|68585|69583,Rhoa|Rhoc|Fos|Cd47|Zfp36|Rtn4|Tnfsf13,-0.58,MyList
KEGG Pathway,24,ko04921,Oxytocin signaling pathway,,-2.4,2.9,3.4,20638,153,420,9,2.1,0.71,11465|11848|13629|14281|19045|19079|26396|52163|108058,Actg1|Rhoa|Eef2|Fos|Ppp1ca|Prkab1|Map2k2|Camk1|Camk2d,-0.58,MyList
WikiPathways,27,WP2075,Alzheimers Disease,,-2.4,3.9,3.7,20638,75,420,6,1.4,0.58,11816|14082|19165|21937|66340|226548,Apoe|Fadd|Psen2|Tnfrsf1a|Psenen|Aph1a,-0.58,MyList
GO Biological Processes,19,GO:0001885,endothelial cell development,,-2.4,3.9,3.7,20638,75,420,6,1.4,0.58,14775|17698|21937|68585|109905|216527,Gpx1|Msn|Tnfrsf1a|Rtn4|Rap1a|Ccm2,-0.58,MyList
KEGG Pathway,24,mmu00010,Glycolysis / Gluconeogenesis,,-2.4,3.9,3.7,20638,75,420,6,1.4,0.58,11669|13806|13808|14751|56752|433182,Aldh2|Eno1|Eno3|Gpi1|Aldh9a1|Eno1b,-0.58,MyList
GO Biological Processes,19,GO:1901264,carbohydrate derivative transport,,-2.4,3.9,3.7,20638,75,420,6,1.4,0.58,16423|18830|20524|67443|100561|228875,Cd47|Pltp|Slc25a17|Map1lc3b|Slc15a4|Slc35c2,-0.58,MyList
Reactome Gene Sets,6,R-MMU-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,,-2.4,3.9,3.7,20638,75,420,6,1.4,0.58,11465|19353|56443|76709|104759|242687,Actg1|Rac1|Arpc1a|Arpc2|Pld4|Wasf2,-0.58,MyList
GO Biological Processes,19,GO:0042982,amyloid precursor protein metabolic process,,-2.4,3.9,3.7,20638,75,420,6,1.4,0.58,11816|15979|19165|66340|68585|226548,Apoe|Ifngr1|Psen2|Psenen|Rtn4|Aph1a,-0.58,MyList
GO Biological Processes,19,GO:0034599,cellular response to oxidative stress,,-2.4,2.3,3.2,20638,274,420,13,3.1,0.85,11669|11677|11757|14281|14768|14775|23992|57320|64704|65106|68943|69051|246196,Aldh2|Akr1b3|Prdx3|Fos|Lancl1|Gpx1|Prkra|Park7|Htra2|Arl6ip5|Pink1|Pycr2|Zfp277,-0.58,MyList
WikiPathways,27,WP6,Integrin-mediated Cell Adhesion,,-2.4,3.4,3.5,20638,100,420,7,1.7,0.62,12336|16202|19353|19354|20363|26396|109905,Capns1|Ilk|Rac1|Rac2|Selenop|Map2k2|Rap1a,-0.57,MyList
GO Biological Processes,19,GO:0008360,regulation of cell shape,,-2.4,2.9,3.4,20638,154,420,9,2.1,0.71,11848|11853|15212|17698|19353|19354|56212|67938|260409,Rhoa|Rhoc|Hexb|Msn|Rac1|Rac2|Rhog|Myl12b|Cdc42ep3,-0.57,MyList
GO Biological Processes,19,GO:0043523,regulation of neuron apoptotic process,,-2.4,2.3,3.2,20638,275,420,13,3.1,0.85,11757|11816|11848|12273|14751|14768|16202|19063|19141|21937|57320|68943|216869,Prdx3|Apoe|Rhoa|C5ar1|Gpi1|Lancl1|Ilk|Ppt1|Lgmn|Tnfrsf1a|Park7|Pink1|Arrb2,-0.57,MyList
GO Biological Processes,19,GO:0001659,temperature homeostasis,,-2.4,2.7,3.3,20638,183,420,10,2.4,0.74,11555|14705|14775|15107|19079|19744|22228|22368|26457|72674,Adrb2|Bscl2|Gpx1|Hadh|Prkab1|Rheb|Ucp2|Trpv2|Slc27a1|Adipor1,-0.57,MyList
GO Biological Processes,19,GO:0009132,nucleoside diphosphate metabolic process,,-2.3,3.1,3.4,20638,127,420,8,1.9,0.67,13806|13808|14635|14751|56248|66588|213484|433182,Eno1|Eno3|Galk1|Gpi1|Ak3|Cmpk1|Nudt18|Eno1b,-0.56,MyList
GO Biological Processes,19,GO:0045088,regulation of innate immune response,,-2.3,2.7,3.3,20638,184,420,10,2.4,0.74,11816|12539|14082|16643|26904|66294|100561|170744|216869|332579,Apoe|Cdc37|Fadd|Klrd1|Sh2d1b1|Fam3a|Slc15a4|Tlr8|Arrb2|Card9,-0.55,MyList
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,,-2.3,1.8,3,20638,586,420,22,5.2,1.1,11555|11848|12177|14082|15446|17000|19045|19165|20280|21766|21937|23992|27056|56338|57320|64704|65106|67603|108058|192656|216869|227753,Adrb2|Rhoa|Bnip3l|Fadd|Hpgd|Ltbr|Ppp1ca|Psen2|Scp2|Tex261|Tnfrsf1a|Prkra|Irf5|Txnip|Park7|Htra2|Arl6ip5|Dusp6|Camk2d|Ripk2|Arrb2|Gsn,-0.55,MyList
GO Biological Processes,19,GO:0046755,viral budding,,-2.3,8.7,4.6,20638,17,420,3,0.71,0.41,66700|68942|76959,Chmp3|Chmp2b|Chmp5,-0.55,MyList
Reactome Gene Sets,6,R-MMU-9018677,Biosynthesis of DHA-derived SPMs,,-2.3,8.7,4.6,20638,17,420,3,0.71,0.41,15446|16993|625249,Hpgd|Lta4h|Gpx4,-0.55,MyList
KEGG Pathway,24,mmu04921,Oxytocin signaling pathway,,-2.3,2.8,3.3,20638,156,420,9,2.1,0.71,11465|11848|13629|14281|19045|19079|26396|52163|108058,Actg1|Rhoa|Eef2|Fos|Ppp1ca|Prkab1|Map2k2|Camk1|Camk2d,-0.54,MyList
GO Biological Processes,19,GO:0000038,very long-chain fatty acid metabolic process,,-2.3,5.8,4,20638,34,420,4,0.95,0.47,15488|106529|113868|171210,Hsd17b4|Tecr|Acaa1a|Acot2,-0.54,MyList
Reactome Gene Sets,6,R-MMU-3928665,EPH-ephrin mediated repulsion of cells,,-2.3,5.8,4,20638,34,420,4,0.95,0.47,19165|19353|66340|226548,Psen2|Rac1|Psenen|Aph1a,-0.54,MyList
GO Biological Processes,19,GO:0032376,positive regulation of cholesterol transport,,-2.3,5.8,4,20638,34,420,4,0.95,0.47,11816|17846|18830|20280,Apoe|Commd1|Pltp|Scp2,-0.54,MyList
GO Biological Processes,19,GO:0032373,positive regulation of sterol transport,,-2.3,5.8,4,20638,34,420,4,0.95,0.47,11816|17846|18830|20280,Apoe|Commd1|Pltp|Scp2,-0.54,MyList
WikiPathways,27,WP1269,Fatty Acid Beta Oxidation,,-2.3,5.8,4,20638,34,420,4,0.95,0.47,11409|15107|57279|66853,Acads|Hadh|Slc25a20|Pnpla2,-0.54,MyList
Reactome Gene Sets,6,R-MMU-114604,GPVI-mediated activation cascade,,-2.3,5.8,4,20638,34,420,4,0.95,0.47,11848|19353|19354|56212,Rhoa|Rac1|Rac2|Rhog,-0.54,MyList
GO Biological Processes,19,GO:0090022,regulation of neutrophil chemotaxis,,-2.3,5.8,4,20638,34,420,4,0.95,0.47,12273|17524|19353|19354,C5ar1|Mpp1|Rac1|Rac2,-0.54,MyList
GO Biological Processes,19,GO:0044275,cellular carbohydrate catabolic process,,-2.3,5.8,4,20638,34,420,4,0.95,0.47,12492|19045|110006|110095,Scarb2|Ppp1ca|Gusb|Pygl,-0.54,MyList
KEGG Pathway,24,ko00040,Pentose and glucuronate interconversions,,-2.3,5.8,4,20638,34,420,4,0.95,0.47,11677|14187|110006|394432,Akr1b3|Akr1b8|Gusb|Ugt1a7c,-0.54,MyList
GO Biological Processes,19,GO:0072657,protein localization to membrane,,-2.3,1.8,3,20638,589,420,22,5.2,1.1,11816|17846|18777|19326|19353|20280|21937|23880|52551|56212|56374|65106|66980|68059|69089|74140|76709|98878|108058|109905|226422|227753,Apoe|Commd1|Lypla1|Rab11b|Rac1|Scp2|Tnfrsf1a|Fyb|Sgta|Rhog|Tmem59|Arl6ip5|Zdhhc6|Tm9sf2|Oxa1l|Tm9sf1|Arpc2|Ehd4|Camk2d|Rap1a|Rab29|Gsn,-0.54,MyList
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,,-2.3,1.7,2.9,20638,737,420,26,6.2,1.2,11816|11848|12345|12492|14226|16202|19353|19354|21648|22368|22629|23789|23999|26396|27369|52163|56212|57784|64009|68585|76709|109905|226422|242687|260409|271457,Apoe|Rhoa|Capzb|Scarb2|Fkbp1b|Ilk|Rac1|Rac2|Dynlt1b|Trpv2|Ywhah|Coro1b|Twf2|Map2k2|Dguok|Camk1|Rhog|Bin3|Syne1|Rtn4|Arpc2|Rap1a|Rab29|Wasf2|Cdc42ep3|Rab5a,-0.54,MyList
GO Biological Processes,19,GO:0006690,icosanoid metabolic process,,-2.3,3,3.4,20638,129,420,8,1.9,0.67,14775|15446|16993|21937|66447|231871|319446|625249,Gpx1|Hpgd|Lta4h|Tnfrsf1a|Mgst3|Daglb|Dpep2|Gpx4,-0.54,MyList
Reactome Gene Sets,6,R-MMU-5357801,Programmed Cell Death,,-2.3,3,3.4,20638,129,420,8,1.9,0.67,12539|14082|14272|22629|50709|66700|68942|227753,Cdc37|Fadd|Fnta|Ywhah|H1f4|Chmp3|Chmp2b|Gsn,-0.54,MyList
GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,,-2.3,1.8,2.9,20638,591,420,22,5.2,1.1,11816|12177|14226|14645|15107|17846|18777|18826|19245|19353|21937|22228|52163|57320|64009|65113|66914|68889|68943|76709|108687|226422,Apoe|Bnip3l|Fkbp1b|Glul|Hadh|Commd1|Lypla1|Lcp1|Ptp4a3|Rac1|Tnfrsf1a|Ucp2|Camk1|Park7|Syne1|Ndfip1|Vps28|Ubac2|Pink1|Arpc2|Edem2|Rab29,-0.53,MyList
Reactome Gene Sets,6,R-MMU-2029482,Regulation of actin dynamics for phagocytic cup formation,,-2.3,4.5,3.7,20638,55,420,5,1.2,0.53,11465|19353|56443|76709|242687,Actg1|Rac1|Arpc1a|Arpc2|Wasf2,-0.53,MyList
GO Biological Processes,19,GO:0042743,hydrogen peroxide metabolic process,,-2.3,4.5,3.7,20638,55,420,5,1.2,0.53,11757|12359|14775|57320|68943,Prdx3|Cat|Gpx1|Park7|Pink1,-0.53,MyList
GO Biological Processes,19,GO:0032675,regulation of interleukin-6 production,,-2.3,2.8,3.3,20638,158,420,9,2.1,0.71,16170|16423|16598|21937|170744|192656|216869|217305|332579,Il16|Cd47|Klf2|Tnfrsf1a|Tlr8|Ripk2|Arrb2|Cd300ld|Card9,-0.53,MyList
WikiPathways,27,WP493,MAPK signaling pathway,,-2.3,2.8,3.3,20638,158,420,9,2.1,0.71,14281|19060|19353|19354|26396|67603|109905|170706|216869,Fos|Ppp5c|Rac1|Rac2|Map2k2|Dusp6|Rap1a|Tmem37|Arrb2,-0.53,MyList
KEGG Pathway,24,ko04380,Osteoclast differentiation,,-2.3,3,3.3,20638,130,420,8,1.9,0.67,11433|12702|14281|15976|15979|19353|20375|21937,Acp5|Socs3|Fos|Ifnar2|Ifngr1|Rac1|Spi1|Tnfrsf1a,-0.53,MyList
Reactome Gene Sets,6,R-MMU-168898,Toll-like Receptor Cascades,,-2.3,3,3.3,20638,130,420,8,1.9,0.67,14082|14281|19141|20111|67603|72029|170744|192656,Fadd|Fos|Lgmn|Rps6ka1|Dusp6|Cnpy3|Tlr8|Ripk2,-0.53,MyList
WikiPathways,27,WP65,Insulin Signaling,,-2.3,2.8,3.3,20638,159,420,9,2.1,0.71,12331|12702|14281|19353|19354|19744|20111|26396|27357,Cap1|Socs3|Fos|Rac1|Rac2|Rheb|Rps6ka1|Map2k2|Gyg,-0.52,MyList
GO Biological Processes,19,GO:1990748,cellular detoxification,,-2.3,5.6,3.9,20638,35,420,4,0.95,0.47,11669|14187|57320|140742,Aldh2|Akr1b8|Park7|Sesn1,-0.52,MyList
KEGG Pathway,24,mmu00040,Pentose and glucuronate interconversions,,-2.3,5.6,3.9,20638,35,420,4,0.95,0.47,11677|14187|110006|394432,Akr1b3|Akr1b8|Gusb|Ugt1a7c,-0.52,MyList
KEGG Pathway,24,mmu04620,Toll-like receptor signaling pathway,,-2.3,3.3,3.4,20638,104,420,7,1.7,0.62,14082|14281|15976|19353|26396|27056|170744,Fadd|Fos|Ifnar2|Rac1|Map2k2|Irf5|Tlr8,-0.52,MyList
KEGG Pathway,24,mmu04650,Natural killer cell mediated cytotoxicity,,-2.3,3,3.3,20638,131,420,8,1.9,0.67,12506|15976|15979|16643|19353|19354|26396|26904,Cd48|Ifnar2|Ifngr1|Klrd1|Rac1|Rac2|Map2k2|Sh2d1b1,-0.52,MyList
Reactome Gene Sets,6,R-MMU-9018678,Biosynthesis of specialized proresolving mediators (SPMs),,-2.3,8.2,4.4,20638,18,420,3,0.71,0.41,15446|16993|625249,Hpgd|Lta4h|Gpx4,-0.52,MyList
GO Biological Processes,19,GO:0043278,response to morphine,,-2.3,8.2,4.4,20638,18,420,3,0.71,0.41,14082|14751|19060,Fadd|Gpi1|Ppp5c,-0.52,MyList
GO Biological Processes,19,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,,-2.3,8.2,4.4,20638,18,420,3,0.71,0.41,14775|57320|68943,Gpx1|Park7|Pink1,-0.52,MyList
KEGG Pathway,24,mmu00511,Other glycan degradation,,-2.3,8.2,4.4,20638,18,420,3,0.71,0.41,15212|17159|71665,Hexb|Man2b1|Fuca1,-0.52,MyList
KEGG Pathway,24,ko00511,Other glycan degradation,,-2.3,8.2,4.4,20638,18,420,3,0.71,0.41,15212|17159|71665,Hexb|Man2b1|Fuca1,-0.52,MyList
